586d1ae753f256fb3878befc816c65f03724c8a058047ea8c84017e7b1ab15ef	data/chunks/586d1ae753f256fb3878befc816c65f03724c8a058047ea8c84017e7b1ab15ef.chunk	1048576	127.0.0.1:9000	upload
96ac5cfd087ff10d768b0407c4a684a94b8d3210f03d9dafae2995cc90dd9a0f	data/chunks/96ac5cfd087ff10d768b0407c4a684a94b8d3210f03d9dafae2995cc90dd9a0f.chunk	1048576	127.0.0.1:9000	upload
